Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value
GNBC,Green Bancorp,Financial Services,Banks - Regional - US,476.3725,538.8145,16.4177,None,4.6086,1.5710
GNCA,Genocea Biosciences,Healthcare,Biotechnology,166.4408,80.4878,None,None,None,1.6832
GNCMA,General Comm,Communication Services,Telecom Services,804.0904,2132.4684,None,6.8128,0.8300,10.1138
GNE,Genie Energy,Energy,Oil & Gas E&P,281.6162,242.9572,None,-22.3882,1.1250,2.6474
GNMK,GenMark Diagnostics,Healthcare,Medical Devices,300.4943,256.1103,None,-6.2466,7.8018,5.5398
GNRC,Generac Holdings,Industrials,Diversified Industrials,2035.0450,3043.5010,10.8715,11.2885,1.5597,4.1593
GNRT,Gener8 Maritime,Industrials,Shipping & Ports,784.9276,1331.0036,None,None,None,0.6030
GOGL,Golden Ocean Group,Industrials,Shipping & Ports,265.9204,1307.6464,None,534.0238,1.7070,0.2105
GOGO,Gogo,Communication Services,Telecom Services,1560.7148,1749.3818,None,59.0725,3.1555,16.3966
GOOD,Gladstone Commercial,Real Estate,REIT - Diversified,323.7038,847.4518,9.2848,13.3520,3.8991,1.4048
GOV,Government Properties,Real Estate,REIT - Office,1172.1614,2310.2664,6.9463,17.0267,4.7172,1.1566
GPI,Group 1 Automotive,Consumer Cyclical,Auto & Truck Dealerships,1932.0577,4527.3057,11.3475,10.6776,0.1815,1.9932
GPRE,Green Plains,Basic Materials,Specialty Chemicals,782.4264,1095.4984,38.5261,8.0611,0.2621,0.9661
GPT,Gramercy Property Trust,Real Estate,REIT - Diversified,1330.5801,2374.9511,11.6869,16.0361,5.8341,1.2411
GPX,GP Strategies,Consumer Defensive,Education & Training Services,454.6556,501.7086,23.3535,12.4185,0.9255,2.8733
GRBK,Green Brick Partners,Real Estate,Real Estate - General,364.1517,386.4137,None,None,None,1.0322
GRC,Gorman-Rupp,Industrials,Diversified Industrials,777.2913,745.4393,27.5926,12.8746,1.8864,2.6913
GRUB,GrubHub,Technology,Internet Content & Information,2208.0682,1912.9592,47.5581,18.7472,6.1108,2.5810
GSAT,Globalstar,Communication Services,Telecom Services,2075.3594,2685.8654,None,70.4767,22.0081,7.8889
GSBC,Great Southern Bancorp,Financial Services,Banks - Regional - US,704.5858,721.5348,16.0086,None,3.7229,1.8082
GSIG,GSI Group,Technology,Scientific & Technical Instruments,484.1760,511.5450,None,None,None,2.0175
GSM,Globe Specialty Metals,Basic Materials,Industrial Metals & Minerals,711.0464,786.7924,26.0541,7.5885,1.0126,1.7079
GST,Gastar Exploration,Energy,Oil & Gas E&P,96.9780,483.8780,None,6.7823,0.8682,2.4315
GTLS,Chart Industries,Industrials,Metal Fabrication,595.6178,738.3188,18.4310,6.4856,0.5915,0.6587
GTN,Gray Television,Consumer Cyclical,Broadcasting - TV,1210.4222,2365.0062,26.5556,12.7185,2.0482,2.9010
GTS,Triple-S Management,Financial Services,Insurance - Diversified,670.9616,538.1246,20.0530,9.0078,0.2333,0.8068
GTT,GTT Communications,Communication Services,Telecom Services,739.7764,944.3134,None,12.3062,2.0047,9.2898
GTY,Getty Realty,Real Estate,REIT - Retail,552.1281,879.3721,10.8684,None,5.2088,1.3726
GUID,Guidance Software,Technology,Software - Application,175.1064,157.1054,None,-230.5288,1.6469,13.3009
GVA,Granite Construction,Industrials,Engineering & Construction,1528.4426,1367.5576,27.8068,8.6287,0.6439,1.8770
GWB,Great Western Bancorp,Financial Services,Banks - Regional - US,1691.3763,2034.6063,14.4994,11.6596,4.0854,1.1590
GWRE,Guidewire Software,Technology,Software - Infrastructure,4195.1632,3623.5282,656.3333,47.5529,10.2122,6.0853
HA,Hawaiian Holdings,Industrials,Airlines,2007.7718,2311.5738,12.3301,4.8926,0.8960,5.3235
HABT,The Habit Restaurants,Consumer Cyclical,Restaurants,611.5482,616.1392,87.5652,23.7635,2.6632,8.2886
HAE,Haemonetics,Healthcare,Medical Instruments & Supplies,1690.6476,2024.7086,18.9375,9.6599,1.8400,2.1762
HAFC,Hanmi Financial,Financial Services,Banks - Regional - US,871.3378,807.3688,17.1924,None,4.6605,1.7949
HALL,Hallmark Financial,Financial Services,Insurance - Property & Casualty,237.3893,201.0423,10.4202,None,0.6456,0.9103
HALO,Halozyme Therapeutics,Healthcare,Biotechnology,2231.2840,2157.3590,None,-37.8484,19.8069,70.1684
HASI,Hannon Armstrong,Real Estate,REIT - Diversified,633.3619,1377.8119,22.5170,None,18.4385,1.8771
HAWK,Blackhawk Network Holding,Financial Services,Credit Services,2463.2163,2728.5813,21.9902,14.0949,1.3694,3.6111
HAYN,Haynes International,Industrials,Metal Fabrication,463.3646,420.5966,13.5876,6.2776,0.9402,1.2646
HBHC,Hancock Holding,Financial Services,Banks - Regional - US,2236.8022,3269.4292,13.6321,None,2.5498,0.9117
HBIO,Harvard Bioscience,Healthcare,Medical Instruments & Supplies,103.1904,117.2504,38.0000,10.2851,0.9818,1.0944
HBNC,Horizon Bancorp,Financial Services,Banks - Regional - US,323.2623,694.2663,13.0870,None,3.2008,1.2816
HCCI,Heritage-Crystal Clean,Industrials,Pollution & Treatment Controls,234.1011,287.8761,29.9714,7.7962,0.6566,1.2231
HCHC,HC2 Holdings,Communication Services,Telecom Services,152.5307,530.9327,None,None,None,22.0835
HCI,HCI Group,Financial Services,Insurance - Property & Casualty,427.1411,227.2461,6.3156,None,1.4604,1.8641
HCKT,The Hackett Group,Industrials,Business Services,550.0479,542.9729,34.2418,15.1872,2.1243,5.5462
HCOM,Hawaiian Telcom Holdco,Communication Services,Telecom Services,264.9885,526.8955,105.0455,4.8535,0.6706,0.8676
HCSG,Healthcare Services Group,Industrials,Business Services,2694.4445,2590.8765,40.0428,22.4608,1.8674,9.0686
HDP,Hortonworks,Technology,Software - Infrastructure,782.6654,668.9114,None,None,6.5153,7.7578
HEES,H&E Equipment Services,Industrials,Rental & Leasing Services,673.5490,1542.7900,14.1866,4.8653,0.6517,4.8197
HEI,Heico,Industrials,Aerospace & Defense,3452.6806,3801.4316,24.2535,13.0755,2.7132,4.4516
HEI.A,Heico,Industrials,Aerospace & Defense,2958.1038,3306.8548,None,None,None,3.8139
HELE,Helen of Troy,Consumer Defensive,Household & Personal Products,2872.5403,3332.4423,18.3537,15.2166,1.8711,3.1523
HEOP,Heritage Oaks Bancorp,Financial Services,Banks - Regional - US,291.6841,268.3491,18.4565,None,4.1198,1.4197
HF,HFF,Real Estate,Real Estate Services,1286.0354,1194.1774,16.1857,9.2579,2.5298,7.2280
HFWA,Heritage Financial,Financial Services,Banks - Regional - US,574.1754,445.8054,15.6281,None,3.6295,1.2250
HGR,Hanger,Healthcare,Medical Care,514.1884,None,None,None,None,None
HHS,Harte-Hanks,Consumer Cyclical,Marketing Services,232.1371,283.3001,15.7917,None,0.4652,1.6973
HI,Hillenbrand,Industrials,Diversified Industrials,1897.8948,2389.3948,14.1784,None,1.1202,3.1946
HIBB,Hibbett Sports,Consumer Cyclical,Specialty Retail,793.5057,708.2037,11.7328,5.2245,0.8319,2.4293
HIFR,InfraREIT,Real Estate,REIT - Diversified,889.6075,1747.3155,72.9286,12.6087,5.9705,1.3315
HIFS,Hingham Institution,Financial Services,Savings & Cooperative Banks,285.0889,387.5949,None,None,None,2.2718
HIL,Hill International,Industrials,Business Services,170.1470,291.7040,12.5332,5.4935,0.2693,1.4706
HIVE,Aerohive Networks,Technology,Communication Equipment,293.3411,225.1521,None,-36.2564,1.9433,8.5682
HIW,Highwoods Properties,Real Estate,REIT - Office,4181.9604,6702.5664,14.3015,17.5608,6.3920,2.6623
HK,Halcon Resources,Energy,Oil & Gas E&P,356.2073,3461.1823,11.7720,5.3283,0.4644,0.7532
HL,Hecla Mining,Basic Materials,Silver,703.2898,1032.1368,None,9.7974,1.5667,0.5017
HLI,Houlihan Lokey,Financial Services,Capital Markets,1455.2924,1419.5194,None,None,None,2.3734
HLIT,Harmonic,Technology,Communication Equipment,470.1926,382.6316,None,4.6719,1.2510,1.3066
HLS,Healthsouth,Healthcare,Medical Care,3214.9566,5397.4566,17.0680,8.0232,1.0375,5.0999
HLTH,Nobilis Health,Healthcare,Medical Care,190.7038,199.8338,None,None,None,2.3697
HLX,Helix Energy Solutions Gr,Energy,Oil & Gas Equipment & Services,592.2445,899.5165,31.2956,5.4163,0.8546,0.3539
HMHC,Houghton Mifflin Harcourt,Consumer Defensive,Education & Training Services,2684.6570,2955.3440,None,12.9299,1.8746,1.7721
HMN,Horace Mann Educators,Financial Services,Insurance - Diversified,1398.0690,1219.7480,16.2796,7.3197,2.2434,1.0695
HMPR,Hampton Roads Bankshares,Financial Services,Banks - Regional - US,312.8467,364.6017,None,None,None,1.5366
HMST,HomeStreet,Financial Services,Savings & Cooperative Banks,469.3464,1519.6454,11.3387,None,1.1155,1.0193
HMSY,HMS Holdings,Industrials,Business Services,982.2148,1035.2068,24.2979,9.0833,2.1022,1.8265
HMTV,Hemisphere Media Group,Communication Services,Pay TV,641.1029,691.0939,46.8333,None,None,2.3391
HNH,Handy & Harman,Basic Materials,Steel,262.4849,372.6699,None,None,None,1.2846
HNI,HNI,Industrials,Business Equipment,1885.1990,2117.4260,16.6355,8.2486,0.8133,4.1391
HNRG,Hallador Energy,Basic Materials,Coal,195.8577,440.9607,8.0555,4.7364,0.5675,0.9446
HOFT,Hooker Furniture,Consumer Cyclical,Home Furnishings & Fixtures,280.4503,236.8193,17.2933,None,None,1.8844
HOMB,Home BancShares,Financial Services,Banks - Regional - US,3171.6226,4219.9446,22.1765,None,7.5228,2.9063
HOS,Hornbeck Offshore Servs,Energy,Oil & Gas Equipment & Services,429.4746,1207.7156,9.9518,5.4553,0.8685,0.2971
HOV,Hovnanian Enterprises,Consumer Cyclical,Residential Construction,240.2882,2313.7082,7.4545,10.8092,0.0826,None
HPP,Hudson Pacific Properties,Real Estate,REIT - Office,2575.5740,6838.4250,17.8392,23.5767,4.8824,1.5333
HPY,Heartland Payment Systems,Industrials,Business Services,2915.8455,3371.4245,30.7719,14.7232,1.0961,9.1935
HQY,HealthEquity,Technology,Health Information Services,1935.8304,1786.8964,112.2429,47.2117,15.4647,10.1267
HR,Healthcare Realty Trust,Real Estate,REIT - Healthcare Facilities,2678.0410,4050.8290,17.4252,14.5462,6.9281,2.1796
HRG,HRG Group,Industrials,Conglomerates,2815.0212,9386.6212,None,None,None,3.3524
HRTG,Heritage Insurance Hldgs,Financial Services,Insurance - Property & Casualty,659.9189,458.6489,7.3864,None,1.7051,1.9853
HRTX,Heron Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,942.7999,789.8109,None,None,31.4267,6.6534
HSC,Harsco,Basic Materials,Industrial Metals & Minerals,797.7402,1642.3482,19.9200,5.8198,0.4494,3.4700
HSII,Heidrick & Struggles Intl,Industrials,Staffing & Outsourcing Services,512.3565,383.3965,26.9718,7.4511,0.9924,2.0164
HSKA,Heska,Healthcare,Diagnostics & Research,222.2503,234.1113,52.7031,19.8064,2.1552,3.7568
HSNI,HSN,Consumer Cyclical,Specialty Retail,2631.5912,3268.4172,15.7407,9.5068,0.7109,25.3308
HSTM,HealthStream,Technology,Health Information Services,765.5143,620.7063,63.6579,18.6324,3.7001,2.7462
HT,Hersha Hospitality,Real Estate,REIT - Hotel & Motel,1065.8515,2156.5835,10.4671,12.0163,2.2660,1.4733
HTBI,HomeTrust Bancshares,Financial Services,Banks - Regional - US,369.0196,598.4036,30.9062,None,4.2514,1.0024
HTBK,Heritage Commerce,Financial Services,Banks - Regional - US,338.0863,-34.3327,20.5338,None,4.0081,1.4799
HTH,Hilltop Holdings,Financial Services,Specialty Finance,2155.9241,2851.4281,9.4270,None,1.3758,1.2566
HTLD,Heartland Express,Industrials,Trucking,1640.0429,1575.8779,22.9286,6.7906,2.2083,3.3290
HTLF,Heartland Financial,Financial Services,Banks - Regional - US,786.0748,1426.3948,13.4437,None,2.2673,1.5434
HTS,Hatteras Financial,Real Estate,REIT - Residential,1359.6283,974.0363,7.1746,None,6.1709,0.7103
HTWR,Heartware International,Healthcare,Medical Devices,810.1782,750.6952,None,-30.2293,2.9281,4.3945
HUBG,Hub Group,Industrials,Integrated Shipping & Logistics,1414.4196,1337.4916,20.0175,10.0467,0.3984,2.2685
HUBS,HubSpot,Technology,Software - Application,1812.9162,1708.4102,None,-89.6803,10.1187,14.5998
HURC,Hurco Companies,Technology,Scientific & Technical Instruments,167.7235,119.3365,None,None,None,0.9770
HURN,Huron Consulting Group,Industrials,Business Services,1242.1217,1648.0857,14.8587,9.5605,1.4818,1.9172
HVT,Haverty,Consumer Cyclical,Home Improvement Stores,510.3821,430.3451,18.2379,5.8431,0.6300,1.7383
HW,Headwaters,Basic Materials,Building Materials,1422.5769,1842.3099,17.4208,9.6355,1.4621,5.9810
HWAY,Healthways,Healthcare,Medical Care,484.0051,734.7561,110.3533,11.7179,0.6330,1.6381
HWKN,Hawkins,Basic Materials,Specialty Chemicals,421.4701,390.6561,12.1091,None,0.8986,2.1238
HY,Hyster-Yale Materials,Industrials,Truck Manufacturing,1133.1936,1067.3936,12.1654,8.1356,0.4351,2.4818
HYH,Halyard Health,Healthcare,Medical Instruments & Supplies,1486.9866,1960.3866,15.4607,None,0.9421,1.4284
HZN,Horizon Global,Industrials,Industrial Distribution,158.2915,333.9015,None,None,None,45.8816
HZO,MarineMax,Consumer Cyclical,Specialty Retail,451.5657,556.1407,24.1492,12.2847,0.5476,1.5920
I,Intelsat,Communication Services,Telecom Services,656.0640,15117.4050,3.4892,8.2578,0.2785,None
IART,Integra Lifesciences,Healthcare,Medical Devices,2295.8612,2946.2802,20.1617,16.9456,2.6022,3.1446
IBCP,Independent Bank,Financial Services,Banks - Regional - US,342.9356,272.3486,18.5301,None,3.0295,1.3556
IBKC,Iberiabank,Financial Services,Banks - Regional - US,2587.3034,2469.4724,14.9406,None,3.1693,1.0419
IBOC,International Bancshares,Financial Services,Banks - Regional - US,1991.2320,2714.5160,None,None,None,1.2012
IBP,Installed Building Prods,Basic Materials,Building Materials,742.1267,838.6747,26.2889,11.6429,1.1339,7.0941
IBTX,Independent Bank,Financial Services,Banks - Regional - US,670.2679,692.8879,17.5169,9.5782,3.9579,1.2314
ICD,Independence Contract,Energy,Oil & Gas Drilling,141.0488,196.1248,None,8.4415,1.6248,0.5952
ICFI,ICF International,Industrials,Business Services,672.8330,999.2660,13.1283,8.6879,0.5902,1.3005
ICON,Iconix Brand Group,Consumer Cyclical,Apparel Manufacturing,309.7197,1780.8587,4.6886,10.4572,0.8255,0.3212
ICUI,ICU Medical,Healthcare,Medical Instruments & Supplies,1801.3391,1407.2761,35.3448,12.7436,5.3383,3.1760
IDA,Idacorp,Utilities,Utilities - Regulated Electric,3392.4598,5022.0578,17.4436,11.0691,2.6380,1.6550
IDCC,InterDigital,Communication Services,Telecom Services,1857.2020,1475.9530,19.0036,6.2540,4.4335,3.8189
IDRA,Idera Pharmaceuticals,Healthcare,Biotechnology,377.5378,312.3368,None,None,3775.3778,4.0745
IDT,IDT,Communication Services,Telecom Services,297.1809,153.9949,9.9531,None,0.1801,2.2206
IDTI,Integrated Device Tech,Technology,Semiconductors,4012.9370,3454.0160,24.6396,15.6290,5.9701,4.9195
IHC,Independence Holding,Financial Services,Insurance - Life,251.0084,284.7264,None,None,None,0.8027
IIIN,Insteel Industries,Basic Materials,Steel,448.9230,415.6650,None,None,None,2.2422
IILG,Interval Leisure Group,Consumer Cyclical,Leisure,908.3515,1256.1525,12.5896,6.8418,1.2851,2.1311
IIVI,II-VI,Technology,Scientific & Technical Instruments,1148.1773,1146.8913,17.4698,7.5697,1.4900,1.5627
IL,IntraLinks Holdings,Technology,Software - Application,597.2675,618.6045,None,15.6569,2.1689,2.0913
IMAX,Imax,Consumer Cyclical,Media - Diversified,2637.6677,2630.4357,46.2621,17.9442,7.1504,6.4846
IMDZ,Immune Design,Healthcare,Biotechnology,371.0377,250.5477,None,None,41.3828,3.1135
IMGN,Immunogen,Healthcare,Biotechnology,1109.9235,862.0805,None,-8.2103,14.8391,95.6089
IMH,Impac Mortgage Holdings,Financial Services,Specialty Finance,182.8132,756.6612,None,None,None,1.7767
IMKTA,Ingles Markets,Consumer Defensive,Grocery Stores,1092.6110,2002.1361,15.8618,7.8824,0.2823,2.6265
IMMR,Immersion,Technology,Software - Application,376.7562,309.5992,380.5714,29.9419,6.2103,4.4642
IMMU,Immunomedics,Healthcare,Biotechnology,286.7592,297.4437,None,None,14.4901,None
IMN,Imation Corp,Technology,Data Storage,64.1756,-12.1244,None,None,0.1229,1.5577
IMPR,Imprivata,Technology,Health Information Services,271.1440,219.9790,None,-15.8862,2.2982,5.3146
IMPV,Imperva,Technology,Software - Application,2318.1588,2064.3948,None,266.3735,10.0998,10.1930
INAP,Internap,Technology,Software - Application,401.2192,701.7382,None,8.6167,1.2516,3.2441
INCR,INC Research Holdings,Healthcare,Diagnostics & Research,2715.1570,3054.0660,25.2734,14.0291,2.9746,8.5422
INDB,Independent Bank,Financial Services,Banks - Regional - US,1326.0180,1288.3430,20.5447,None,4.5533,1.7466
INFI,Infinity Pharmaceuticals,Healthcare,Biotechnology,406.1516,243.1906,None,-1.8707,3.4999,3.0398
INFN,Infinera,Technology,Communication Equipment,3026.8194,2878.0924,39.4857,19.1873,3.4167,4.1039
INGN,Inogen,Healthcare,Medical Devices,719.2742,645.5472,83.1818,21.1430,4.6832,5.5362
ININ,Interactive Intelligence,Technology,Software - Application,712.6543,682.5573,None,31.3459,1.8323,3.9344
INN,Summit Hotel Properties,Real Estate,REIT - Hotel & Motel,1115.3478,1857.8738,11.0862,12.4052,2.4206,1.4293
INO,Inovio Pharmaceuticals,Healthcare,Biotechnology,490.8458,320.3092,None,None,13.4107,2.5414
INSM,Insmed,Healthcare,Biotechnology,1019.7610,708.7920,None,-7.2017,108.4852,3.0082
INSY,Insys Therapeutics,Healthcare,Biotechnology,2095.3847,1939.9147,26.3258,16.1774,6.4469,8.8560
INTL,INTL FCStone,Financial Services,Capital Markets,639.2824,-448.2176,None,None,None,1.6718
INVN,InvenSense,Technology,Semiconductors,1006.9504,882.8364,48.0879,11.8184,2.2840,2.6523
INWK,InnerWorkings,Consumer Cyclical,Marketing Services,423.1841,538.5739,31.4000,10.8608,0.4154,1.4192
IO,ION Geophysical,Energy,Oil & Gas Equipment & Services,85.6745,183.8055,None,-2.5799,0.4568,0.7167
IOSP,Innospec,Basic Materials,Specialty Chemicals,1373.6487,1375.8487,13.1126,8.6914,1.3121,2.3369
IPAR,Inter Parfums,Consumer Defensive,Household & Personal Products,823.1960,828.4460,26.9543,12.1544,1.7582,2.1923
IPCC,Infinity Prop & Casualty,Financial Services,Insurance - Property & Casualty,935.9198,1135.1008,17.7292,None,0.6777,1.3426
IPCM,IPC Healthcare,Healthcare,Medical Care,1399.1830,1527.2080,40.1855,22.7412,1.8690,3.5215
IPHI,Inphi,Technology,Semiconductors,1249.0410,1147.3290,107.8983,33.1598,5.0562,4.9818
IPHS,Innophos Holdings,Basic Materials,Specialty Chemicals,585.9986,785.9536,12.2329,4.5431,0.6220,1.7116
IPI,Intrepid Potash,Basic Materials,Agricultural Inputs,261.2432,330.3312,None,4.8650,0.9158,0.2769
IPXL,Impax Laboratories,Healthcare,Drug Manufacturers - Specialty & Generic,3099.7779,3200.7889,32.7351,16.9354,3.8895,3.0134
IQNT,Inteliquent,Communication Services,Telecom Services,646.0669,533.9899,16.9007,6.7949,2.5813,3.7218
IRBT,iRobot,Technology,Consumer Electronics,944.7620,732.5410,23.6794,8.5793,1.5433,2.3437
IRC,Inland Real Estate,Real Estate,REIT - Retail,939.4312,1965.6972,9.5795,14.9950,4.7093,2.4359
IRDM,Iridium Communications,Communication Services,Telecom Services,735.8578,1667.3258,10.1974,7.1247,1.7953,0.5655
IRET,Investors Real Estate,Real Estate,REIT - Residential,1014.4335,2113.5925,13.4667,16.8535,5.0436,2.0098
IRMD,iRadimed,Healthcare,Medical Devices,319.7950,296.3751,42.4853,None,10.2096,11.3750
IRT,Independence Realty Trust,Real Estate,REIT - Residential,351.6181,1354.7511,9.3962,35.3721,3.2130,0.9547
IRWD,Ironwood Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,1760.5107,1677.5147,None,-14.9778,12.7831,17.5248
ISBC,Investors Bancorp,Financial Services,Savings & Cooperative Banks,4289.0788,7486.0188,23.6072,None,6.7176,1.2757
ISCA,International Speedway,Consumer Cyclical,Leisure,1627.6185,1729.3175,24.8327,8.9667,2.5540,1.1968
ISIL,Intersil,Technology,Semiconductors,1873.8088,1644.9108,31.1935,25.7017,3.5864,1.9864
ISLE,Isle of Capri Casinos,Consumer Cyclical,Resorts & Casinos,738.1202,1645.9932,14.4738,7.4724,0.7302,25.7724
ISRL,Isramco,Energy,Oil & Gas E&P,262.1222,352.5222,None,None,None,24.4016
ISSI,Integrated Silicon,Technology,Semiconductors,733.0085,640.6345,50.4889,12.5615,2.0373,2.2805
ITCI,Intra-Cellular Therapies,Healthcare,Biotechnology,2246.2099,1735.4780,None,None,17278.5380,4.4758
ITG,Investment Technology,Financial Services,Capital Markets,677.7191,568.1861,20.3838,4.5094,1.2718,1.7630
