Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value
ROCK,Gibraltar Industries,Basic Materials,Steel,790.5964,968.4794,27.1912,10.6602,0.7893,1.9359
ROG,Rogers,Technology,Electronic Components,1015.2625,1001.9695,19.3174,7.6744,1.6026,1.7622
ROIC,Retail Opportunity Inv,Real Estate,REIT - Retail,1802.6700,2704.7530,18.8103,20.9931,9.4432,1.8161
ROLL,RBC Bearings,Industrials,Tools & Accessories,1611.8607,1970.0817,21.5602,13.2674,2.6658,2.7999
ROVI,Rovi,Technology,Software - Application,848.7672,1677.1622,9.5093,8.8465,1.6632,0.8541
ROX,Castle Brands,Consumer Defensive,Beverages - Wineries & Distilleries,212.8459,226.6524,None,64.7578,2.9603,10.6532
RP,Realpage,Technology,Software - Application,1669.6708,1695.1048,95.3874,18.7927,3.5799,5.3529
RPD,Rapid7,Technology,Software - Application,769.9012,645.9172,None,None,None,14.6765
RPT,Ramco-Gershenson,Real Estate,REIT - Retail,1333.0948,2546.7158,12.4584,16.8777,5.4991,1.6822
RPTP,Raptor Pharmaceutical,Healthcare,Biotechnology,543.7967,450.1527,None,None,5.6627,4.9125
RPXC,RPX,Industrials,Business Services,741.8346,373.8136,19.0769,1.7716,2.5910,1.4153
RRGB,Red Robin Gourmet Burgers,Consumer Cyclical,Restaurants,923.6983,1066.7503,20.6148,7.2118,0.7275,2.3509
RRTS,Roadrunner Transportation,Industrials,Trucking,401.4093,850.3383,8.3920,6.4962,0.2001,0.6682
RSE,Rouse Properties,Real Estate,REIT - Retail,934.1574,2581.2184,9.0832,15.2973,3.0997,1.7539
RSO,Resource Capital,Real Estate,REIT - Diversified,374.8784,2135.2694,5.2533,None,None,0.4445
RSPP,RSP Permian,Energy,Oil & Gas Drilling,2899.2755,3540.6215,59.8045,12.6637,8.8270,1.7478
RSTI,Rofin-Sinar Technologies,Technology,Scientific & Technical Instruments,794.7268,642.4758,16.1143,7.6033,1.4995,1.4646
RT,Ruby Tuesday,Consumer Cyclical,Restaurants,338.2541,513.7011,45.5000,6.6975,0.2967,0.7336
RTEC,Rudolph Technologies,Technology,Scientific & Technical Instruments,446.2873,348.2843,21.3433,6.6214,2.0094,1.6539
RTIX,RTI Surgical,Healthcare,Medical Devices,215.5477,284.1437,19.6316,6.5856,0.7852,1.2089
RTK,Rentech,Basic Materials,Agricultural Inputs,60.7480,133.3660,3.2593,1.3178,0.1458,2.4202
RTRX,Retrophin,Healthcare,Drug Manufacturers - Major,702.3731,605.5241,None,8.4335,7.1891,2.4136
RUBI,The Rubicon Project,Technology,Software - Infrastructure,644.8240,564.9590,None,12.8550,2.7646,2.9381
RUN,Sunrun,Technology,Solar,674.2169,964.6639,None,None,None,1.2005
RUSHA,Rush Enterprises,Consumer Cyclical,Auto & Truck Dealerships,955.9805,2394.9445,13.1068,None,0.1894,1.1488
RUTH,Ruth's Hospitality Group,Consumer Cyclical,Restaurants,603.5379,605.7459,20.1050,10.1411,1.6125,5.9628
RVNC,Revance Therapeutics,Healthcare,Biotechnology,990.8763,849.0183,None,-10.5910,2831.0751,6.9606
RWT,Redwood Trust,Real Estate,REIT - Diversified,1100.4670,5738.5700,14.6721,None,7.0493,0.9121
RXDX,Ignyta,Healthcare,Biotechnology,404.9013,265.9214,None,None,None,3.0658
RXN,Rexnord,Industrials,Diversified Industrials,2007.3100,3565.0100,14.0105,9.6796,1.0272,3.6831
RYAM,Rayonier Advanced,Basic Materials,Chemicals,455.3070,1247.8250,7.0565,5.3762,0.4829,None
RYI,Ryerson Holding,Industrials,Metal Fabrication,149.9056,1197.1056,4.9288,6.6518,0.0464,None
SAAS,inContact,Technology,Software - Application,584.1162,557.9122,None,47.1648,2.6652,4.6199
SAFM,Sanderson Farms,Consumer Defensive,Packaged Foods,1548.3177,1377.4777,12.7572,5.8244,0.5519,1.5156
SAFT,Safety Insurance Group,Financial Services,Insurance - Property & Casualty,839.6292,796.3862,89.7258,None,None,1.3029
SAGE,Sage Therapeutics,Healthcare,Biotechnology,1247.1486,1042.2716,None,-11.1479,None,6.2954
SAH,Sonic Automotive,Consumer Cyclical,Auto & Truck Dealerships,1200.4330,3309.4770,12.3274,10.9224,0.1245,1.7318
SAIA,Saia,Industrials,Trucking,588.1941,664.8481,11.5727,4.3742,0.4806,1.4213
SAIC,Science Applications Intl,Technology,Information Technology Services,2194.7152,3155.7152,17.9925,10.2017,0.5075,5.7154
SALE,RetailMeNot,Consumer Cyclical,Marketing Services,482.2143,286.5093,24.8649,4.2635,1.9979,0.9834
SALT,Scorpio Bulkers,Industrials,Shipping & Ports,288.2753,416.4013,None,-8.4755,3.8184,0.2344
SAM,Boston Beer Co,Consumer Defensive,Beverages - Brewers,2742.9479,2608.8069,29.4262,13.2360,2.8281,5.5435
SANM,Sanmina,Technology,Electronic Components,1865.7654,1990.8774,10.4932,5.6423,0.2945,1.2271
SASR,Sandy Spring Bancorp,Financial Services,Banks - Regional - US,701.3705,1250.4115,16.3394,None,3.6438,1.3395
SB,Safe Bulkers,Industrials,Shipping & Ports,102.6880,560.6580,None,12.9677,0.8975,0.1537
SBCF,Seacoast Banking,Financial Services,Banks - Regional - US,536.1489,555.3989,20.8133,13.8676,3.7866,1.5306
SBGI,Sinclair Broadcast Group,Consumer Cyclical,Broadcasting - TV,3294.3894,7040.4874,18.6488,9.8051,1.4920,6.9097
SBRA,Sabra Health Care REIT,Real Estate,REIT - Healthcare Facilities,1266.8582,2574.4232,8.8409,12.4992,5.4504,1.1960
SBSI,Southside Bancshares,Financial Services,Banks - Regional - US,702.3108,1632.0218,15.6827,None,3.7477,1.5706
SBY,Silver Bay Realty Trust,Real Estate,REIT - Residential,556.1948,1196.4848,23.4810,33.1344,4.8789,1.0415
SCAI,Surgical Care Affiliates,Healthcare,Medical Care,1443.1415,2538.2525,19.1895,14.8330,1.4084,3.8089
SCHL,Scholastic,Consumer Cyclical,Publishing,1464.3947,1219.7947,28.7685,10.3431,0.8835,1.2415
SCHN,Schnitzer Steel Indus,Basic Materials,Steel,390.9012,600.3182,21.8141,5.4574,0.2384,0.7313
SCL,Stepan,Basic Materials,Specialty Chemicals,1162.2103,1344.6283,15.9420,7.2002,0.6499,2.1070
SCLN,SciClone Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,450.3164,351.0924,9.6000,None,2.9158,2.7127
SCMP,Sucampo Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,771.2953,663.5093,23.6389,None,5.5319,6.5482
SCOR,comScore,Industrials,Business Services,1645.4339,1503.6049,78.9533,16.3961,4.5108,4.2445
SCS,Steelcase,Industrials,Business Equipment,2386.8051,2460.8051,17.6833,None,0.7683,3.4642
SCSC,ScanSource,Technology,Computer Distribution,1001.5276,1054.7576,12.5289,7.7385,0.2781,1.3097
SCSS,Select Comfort,Consumer Cyclical,Home Furnishings & Fixtures,1189.6745,1083.7535,17.4219,6.9186,0.9180,4.3750
SCVL,Shoe Carnival,Consumer Cyclical,Apparel Stores,393.7439,354.2409,13.0816,5.0247,0.4002,1.1395
SD,SandRidge Energy,Energy,Oil & Gas E&P,175.4053,3985.7143,None,6.5271,0.1737,None
SEAC,SeaChange International,Technology,Software - Application,219.3865,154.8175,None,-31.1191,1.9886,1.3671
SEAS,SeaWorld Entertainment,Consumer Cyclical,Leisure,1553.2463,3031.7543,23.0452,8.2763,1.1268,2.8726
SEB,Seaboard,Industrials,Conglomerates,3610.9925,2981.4835,10.7491,None,0.5122,1.2991
SEM,Select Medical Holdings,Healthcare,Medical Care,1549.3633,3949.7503,15.1410,10.0388,0.4165,1.8773
SEMG,Semgroup,Energy,Oil & Gas Midstream,1509.5138,2500.8658,32.1122,8.3435,1.0052,1.3226
SENEA,Seneca Foods,Consumer Defensive,Packaged Foods,269.3074,605.6564,None,None,None,0.7517
SF,Stifel Financial,Financial Services,Capital Markets,3134.8018,3458.5398,16.8284,8.4033,1.3068,1.2574
SFBS,Servisfirst Bancshares,Financial Services,Banks - Regional - US,1244.1547,1083.7967,21.2053,None,7.0151,2.8879
SFE,Safeguard Scientifics,Financial Services,Asset Management,335.5576,242.0896,None,-201.7414,None,1.5772
SFL,Ship Finance Intl,Industrials,Shipping & Ports,1585.2173,2947.1933,7.7798,10.1375,3.3992,1.3216
SFLY,Shutterfly,Consumer Cyclical,Personal Services,1613.8194,1744.2044,None,9.0546,1.5295,3.0942
SFNC,Simmons First National,Financial Services,Banks - Regional - US,1680.5154,1538.8724,17.6326,None,4.2848,1.6564
SFS,Smart & Final Stores,Consumer Defensive,Grocery Stores,1291.8722,1759.3612,28.2581,9.4844,0.3253,2.3391
SFXE,SFX Entertainment,Consumer Cyclical,Leisure,23.8825,277.2935,None,4.8862,0.0483,0.2414
SGA,Saga Communications,Consumer Cyclical,Broadcasting - Radio,246.9972,264.4962,19.2308,9.0550,1.8743,2.0265
SGBK,Stonegate Bank,Financial Services,Banks - Regional - US,419.8644,193.8064,16.5736,None,4.5278,1.6074
SGC,Superior Uniform Group,Consumer Cyclical,Apparel Manufacturing,242.6413,263.6973,None,None,None,2.6641
SGI,Silicon Graphics Intl,Technology,Computer Systems,206.4092,181.7452,None,5.1779,0.3473,4.3387
SGM,Stonegate Mortgage,Financial Services,Specialty Finance,133.0480,1143.9700,34.4000,11.1716,0.6365,0.5101
SGMO,Sangamo BioSciences,Healthcare,Biotechnology,497.3323,278.0033,None,-5.6735,12.8258,2.4432
SGMS,Scientific Games,Consumer Cyclical,Gambling,715.7231,9023.8231,None,8.4831,0.2623,None
SGNT,Sagent Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,486.2357,441.9637,593.2000,22.6648,1.5452,1.7823
SGY,Stone Energy,Energy,Oil & Gas E&P,371.1116,1348.8206,None,4.6415,0.6906,1.2730
SGYP,Synergy Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,662.7153,520.7143,None,None,None,None
SHAK,Shake Shack,Consumer Cyclical,Restaurants,1541.7125,1478.9625,133.6161,47.9910,8.1077,11.7357
SHEN,Shenandoah Telecommunicat,Communication Services,Telecom Services,1218.8712,1338.5832,31.6478,9.3409,3.5543,4.2404
SHLM,A Schulman,Basic Materials,Chemicals,989.0330,1966.8690,11.9547,7.2780,0.3515,1.6933
SHO,Sunstone Hotel Investors,Real Estate,REIT - Hotel & Motel,2926.5275,4230.6185,10.8423,12.0065,2.3440,1.3220
SHOO,Steven Madden,Consumer Cyclical,Footwear & Accessories,2063.1670,2002.0540,17.2104,10.2575,1.4507,3.0124
SHOR,ShoreTel,Technology,Communication Equipment,645.4292,539.3002,109.3333,16.1628,1.7677,3.3086
SIEN,Sientra,Healthcare,Medical Instruments & Supplies,60.0980,-63.7030,None,4.2187,1.1212,0.4102
SIGI,Selective Insurance,Financial Services,Insurance - Property & Casualty,1988.6875,2242.0285,13.3731,0.4436,0.9604,1.4633
SIGM,Sigma Designs,Technology,Semiconductors,278.8842,201.7172,38.9000,5.3056,1.2048,1.8766
SIR,Select Income REIT,Real Estate,REIT - Diversified,1833.9545,4185.7475,7.7434,13.9386,4.2966,0.8453
SIXD,6D Global Technologies,Industrials,Business Services,226.9189,219.2627,None,None,None,None
SJI,South Jersey Industries,Utilities,Utilities - Regulated Gas,1629.1113,3012.6653,15.1677,13.6221,1.6472,1.7206
SJW,SJW,Utilities,Utilities - Regulated Water,617.3678,1016.8108,21.2561,9.3457,2.1209,1.6640
SKUL,Skullcandy,Technology,Consumer Electronics,122.9665,109.2675,11.3421,3.4782,0.4486,0.7990
SKYW,SkyWest,Industrials,Airlines,1044.4823,2595.6393,10.8173,4.3166,0.3408,0.7146
SLAB,Silicon Laboratories,Technology,Semiconductors,2177.6828,2009.3728,45.9474,16.6064,3.3857,2.9370
SLCA,US Silica Holdings,Basic Materials,Industrial Metals & Minerals,1032.4504,1227.6184,92.0952,11.5791,1.6079,2.5963
SMCI,Super Micro Computer,Technology,Communication Equipment,1113.5943,1097.6743,11.6609,5.9822,0.4814,1.7456
SMP,Standard Motor Products,Consumer Cyclical,Auto Parts,951.3801,962.6041,17.9655,9.1415,0.9575,2.4248
SMRT,Stein Mart,Consumer Cyclical,Apparel Stores,330.7543,489.3343,10.8060,None,0.2407,4.4711
SMTC,Semtech,Technology,Semiconductors,1259.4730,1329.4960,27.9565,11.4859,2.6047,2.4275
SN,Sanchez Energy,Energy,Oil & Gas E&P,282.9497,1832.9257,None,4.9771,0.5329,None
SNAK,Inventure Foods,Consumer Defensive,Packaged Foods,131.9713,238.9573,None,20.5998,0.4616,2.4200
SNBC,Sun Bancorp,Financial Services,Banks - Regional - US,399.1560,289.7320,38.8727,None,4.2462,1.5623
SNC,State National,Financial Services,Insurance - Property & Casualty,432.4253,652.6223,10.4516,None,2.2534,9.3649
SNCR,Synchronoss Technologies,Technology,Software - Application,1732.7691,1751.9651,22.5043,8.7394,2.9994,2.9087
SNHY,Sun Hydraulics,Industrials,Diversified Industrials,854.5265,732.3155,26.0081,13.1711,4.2641,3.9031
SNMX,Senomyx,Basic Materials,Specialty Chemicals,187.1168,163.0528,None,-25.3660,7.3155,8.9197
SNOW,Intrawest Resorts,Consumer Cyclical,Leisure,383.4605,867.4495,53.0000,7.5562,0.6428,1.8413
SNR,New Senior Investment Gr,Real Estate,REIT - Diversified,766.6921,2736.9501,None,None,None,0.9326
SNTA,Synta Pharmaceuticals,Healthcare,Biotechnology,60.5168,-27.7352,None,0.3259,7.8593,1.0024
SNX,Synnex,Industrials,Business Services,3802.6674,4227.1684,15.3760,8.6823,0.2850,2.1738
SONC,Sonic,Consumer Cyclical,Restaurants,1376.4004,1790.9144,21.2529,10.1911,2.1878,78.9537
SONS,Sonus Networks,Technology,Communication Equipment,339.7194,229.8644,None,20.5420,1.3760,1.5767
SP,SP Plus,Industrials,Business Services,552.2329,780.9479,24.8400,9.0650,0.5959,2.2443
SPA,Sparton,Technology,Electronic Components,214.1104,350.7234,13.2538,7.8225,0.4586,1.7893
SPKE,Spark Energy,Utilities,Utilities - Regulated Electric,252.9883,314.9393,11.7871,5.7776,0.7003,21.3528
SPNC,The Spectranetics,Healthcare,Medical Devices,560.6779,772.0669,None,-75.8913,2.2918,4.4424
SPNE,SeaSpine Holdings,Healthcare,Medical Devices,163.5457,125.0427,None,None,None,1.0276
SPNS,Sapiens International,Technology,Software - Infrastructure,511.9074,462.9374,24.0920,16.0186,2.8613,2.9154
SPOK,Spok Holdings,Communication Services,Telecom Services,389.3660,275.9740,11.9613,None,1.7489,1.4521
SPPI,Spectrum Pharmaceuticals,Healthcare,Biotechnology,359.5951,323.1381,None,-6.3360,2.4264,1.6755
SPSC,SPS Commerce,Technology,Software - Application,1206.9895,1084.0885,183.7975,49.6548,7.6228,5.6211
SPTN,SpartanNash,Consumer Defensive,Food Distribution,854.9239,1394.2959,11.9264,6.0021,0.1112,1.0980
SPWH,Sportsmans Warehouse,Consumer Cyclical,Leisure,479.6811,707.2141,19.4218,10.0125,0.6607,None
SQBG,Sequential Brands Group,Consumer Cyclical,Apparel Manufacturing,395.1291,797.6191,27.1657,15.6396,4.7437,1.4257
SQI,SciQuest,Technology,Software - Application,338.5146,202.4596,82.9584,10.2613,3.2160,1.8205
SQNM,Sequenom,Healthcare,Biotechnology,199.2025,253.5515,None,-12.3684,1.5375,None
SRCE,1st Source,Financial Services,Banks - Regional - US,883.4007,1082.7137,15.6083,None,3.6050,1.3820
SRDX,SurModics,Healthcare,Diagnostics & Research,278.5553,222.9673,25.5425,11.2667,4.7486,2.9833
SREV,ServiceSource Intl,Technology,Software - Infrastructure,432.1987,347.7787,None,-48.4709,1.7286,2.8293
SRI,Stoneridge,Consumer Cyclical,Auto Parts,381.8348,489.7138,15.3708,9.2046,0.5895,4.4581
SRNE,Sorrento Therapeutics,Healthcare,Biotechnology,290.0513,177.5623,None,None,61.0634,1.9841
SRPT,Sarepta Therapeutics,Healthcare,Biotechnology,1510.2506,1410.3416,None,-10.0295,100.6834,12.2549
SSB,South State,Financial Services,Banks - Regional - US,1887.5587,1293.8307,18.4692,None,4.2086,1.8006
SSD,Simpson Manufacturing,Industrials,Tools & Accessories,1792.5324,1549.7374,28.3435,11.7286,2.3000,2.1229
SSE,Seventy Seven Energy,Energy,Oil & Gas Equipment & Services,65.8263,1504.1073,None,7.0782,0.0578,0.3870
SSI,Stage Stores,Consumer Cyclical,Apparel Stores,218.9976,285.1536,9.1200,2.2474,0.1351,0.4723
SSNI,Silver Spring Networks,Technology,Computer Systems,663.5155,541.6005,None,51.6630,2.1932,None
SSP,The E W Scripps,Consumer Cyclical,Broadcasting - TV,1773.8484,2096.1104,117.5000,20.6148,2.2708,1.9876
SSS,Sovran Self Storage,Real Estate,REIT - Industrial,3617.5634,4477.5244,20.4624,21.7849,9.9550,3.1456
SSTK,Shutterstock,Industrials,Business Services,1265.0595,982.9615,50.0857,11.4305,2.9644,4.3191
SSYS,Stratasys,Technology,Computer Systems,1200.8755,968.9295,None,8.8191,1.7454,0.8473
STAA,Staar Surgical,Healthcare,Medical Instruments & Supplies,350.6217,338.7087,None,None,4.7061,8.8677
STAG,Stag Industrial,Real Estate,REIT - Industrial,1377.2038,2400.7318,13.7619,15.9605,6.3888,1.9148
STAR,iStar,Real Estate,REIT - Diversified,1063.4484,4597.3564,16.7200,None,None,0.9647
STBA,S&T Bancorp,Financial Services,Banks - Regional - US,1168.9735,1496.8585,16.0670,None,4.8244,1.4838
STBZ,State Bank Financial,Financial Services,Banks - Regional - US,826.9106,660.0006,22.3459,None,4.7919,1.5539
STC,Stewart Information,Financial Services,Insurance - Property & Casualty,988.9394,845.9854,17.1943,None,0.4902,1.5551
STCK,Stock Building Supply,Basic Materials,Building Materials,430.2376,501.3196,24.1618,10.5806,0.3247,2.8067
STE,STERIS,Healthcare,Medical Instruments & Supplies,6402.5445,7071.0015,23.0693,15.1511,3.0889,5.8687
STFC,State Auto Financial,Financial Services,Insurance - Property & Casualty,971.7247,1021.6247,16.2508,None,0.7246,1.1102
STL,Sterling Bancorp,Financial Services,Banks - Regional - US,2204.2945,2791.9175,17.9466,None,5.8923,1.3342
STML,Stemline Therapeutics,Healthcare,Biotechnology,149.5675,96.6076,None,-2.5694,284.8905,1.5367
STMP,Stamps.com,Technology,Software - Application,1638.6452,1539.4692,31.7396,22.1949,8.0739,7.1678
STNG,Scorpio Tankers,Industrials,Shipping & Ports,1573.8011,3392.0511,7.1724,7.9531,2.1153,1.1101
STNR,Steiner Leisure,Consumer Cyclical,Personal Services,791.7565,835.9335,18.5613,11.0970,0.8939,4.7438
STOR,STORE Capital,Real Estate,REIT - Diversified,2822.6083,4621.5253,16.4005,19.3631,10.3623,1.5897
STRA,Strayer Education,Consumer Defensive,Education & Training Services,609.1425,522.2255,15.1342,5.9035,1.4043,4.7897
STRP,Straight Path Comms,Communication Services,Telecom Services,104.4141,84.4661,None,-19.6433,40.1593,5.6367
STRT,Strattec Security,Consumer Cyclical,Auto Parts,221.7933,219.2473,10.7734,5.4042,0.5509,1.5646
SUBK,Suffolk Banc,Financial Services,Banks - Regional - US,348.7131,300.9131,19.5828,None,5.3239,1.7743
SUI,Sun Communities,Real Estate,REIT - Residential,3647.5178,6210.8598,18.1058,18.4397,6.1356,3.1370
SUM,Summit Materials,Basic Materials,Building Materials,2338.1266,3654.3936,None,None,None,3.8766
SUP,Superior Industries International,Consumer Cyclical,Auto Parts,502.9736,452.0756,20.5699,6.2477,0.6946,1.2171
SUPN,Supernus Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,755.8650,706.2310,80.4688,47.9288,5.2347,6.9069
SVU,SUPERVALU,Consumer Defensive,Grocery Stores,1757.7067,3715.7067,9.0548,4.6595,0.0987,None
SWAY,Starwood Waypoint,Real Estate,REIT - Diversified,880.9690,1143.6750,14.9677,None,3.6105,0.8435
SWC,Stillwater Mining,Basic Materials,Industrial Metals & Minerals,1142.2032,944.4442,37.0196,8.6062,1.5812,1.2645
SWFT,Swift Transportation,Industrials,Trucking,2283.0456,3088.5526,11.0275,4.7531,0.5376,3.7294
SWHC,Smith & Wesson Holding,Industrials,Aerospace & Defense,977.0361,1098.6661,15.5584,7.0088,1.5798,4.6526
SWM,Schweitzer-Mauduit Intl,Basic Materials,Paper & Paper Products,1238.0936,1369.6936,11.6086,None,None,2.6915
SWX,Southwest Gas,Utilities,Utilities - Regulated Gas,2677.6576,4202.7506,18.5677,8.2447,1.1075,1.7274
SXC,SunCoke Energy,Basic Materials,Coal,245.0798,1475.0798,None,7.9305,0.1804,0.8743
SXI,Standex International,Industrials,Diversified Industrials,1147.9114,1156.9324,17.8333,None,1.4649,3.2011
SXT,Sensient Technologies,Basic Materials,Specialty Chemicals,2926.2639,3531.6579,21.3388,13.6886,2.1350,3.3553
SYA,Symetra Financial,Financial Services,Insurance - Life,3664.6713,4179.4713,18.1114,None,1.6315,1.1723
SYBT,Stock Yards Bancorp,Financial Services,Banks - Regional - US,599.2892,605.6532,16.3158,None,4.6728,2.1331
SYKE,Sykes Enterprises,Technology,Information Technology Services,1315.7437,1159.0557,17.2671,7.7609,1.0239,1.9853
SYNA,Synaptics,Technology,Software - Application,3208.0078,3174.1078,14.6687,13.9829,1.5868,4.5459
SYNT,Syntel,Technology,Information Technology Services,3995.4711,3147.2031,16.5216,10.6432,4.0870,3.6612
SYRG,Synergy Resources,Energy,Oil & Gas Equipment & Services,1161.4777,1105.5697,82.5859,9.4074,7.3597,2.0291
SYUT,Synutra International,Consumer Defensive,Packaged Foods,281.3679,700.6669,6.4737,None,0.5955,2.3286
SYX,Systemax,Consumer Cyclical,Specialty Retail,349.4205,215.0205,None,None,None,1.2103
SZMK,Sizmek,Technology,Internet Content & Information,138.1591,73.2941,None,3.1770,0.7752,0.5759
SZYM,Solazyme,Basic Materials,Specialty Chemicals,241.6170,326.2030,None,-3.3979,4.2352,None
TAL,TAL International Group,Industrials,Rental & Leasing Services,665.1060,3820.4380,6.6556,6.5335,0.9947,1.0127
TASR,Taser International,Industrials,Aerospace & Defense,974.1496,878.7366,48.4267,22.3285,5.0635,6.5167
TAST,Carrols Restaurant Group,Consumer Cyclical,Restaurants,404.0890,539.9820,None,7.8055,0.4741,4.0171
TAT,TransAtlantic Petroleum,Energy,Oil & Gas E&P,65.2091,163.4831,53.0000,2.5991,0.6258,0.4479
TAX,Liberty Tax,Consumer Cyclical,Personal Services,287.6395,322.5935,14.0688,6.6132,1.6171,3.2940
TBBK,The Bancorp,Financial Services,Banks - Regional - US,274.8797,-711.1623,72.8000,None,1.8264,0.8763
TBI,Trueblue,Industrials,Staffing & Outsourcing Services,1219.1675,1307.6245,16.0942,8.7173,0.4634,2.3569
TBK,Triumph Bancorp,Financial Services,Banks - Regional - US,316.6038,296.1868,19.9432,None,2.5316,1.2456
TBNK,Territorial Bancorp,Financial Services,Savings & Cooperative Banks,275.3077,299.8417,17.8307,None,4.5430,1.2608
TBPH,Theravance Biopharma,Healthcare,Biotechnology,649.6991,453.7291,None,None,15.6234,2.9194
TBRA,Tobira Therapeutics,Healthcare,Biotechnology,210.6720,142.0480,None,-3.7480,None,4.1040
TCBI,Texas Capital Bancshares,Financial Services,Banks - Regional - US,2711.6963,2089.1523,20.1259,8.0725,4.4711,1.8831
TCBK,TriCo Bancshares,Financial Services,Banks - Regional - US,660.8476,639.8206,15.2789,None,3.3321,1.4906
TCS,The Container Store Group,Consumer Cyclical,Specialty Retail,517.2999,863.5689,33.2408,11.4836,0.6432,2.5886
TDOC,Teladoc,Technology,Health Information Services,730.6203,605.7353,None,None,None,3.7947
TDW,Tidewater,Energy,Oil & Gas Equipment & Services,418.9528,1835.0668,None,8.4201,0.3864,0.1747
TDY,Teledyne Technologies,Technology,Scientific & Technical Instruments,3254.9749,3881.8749,17.8192,10.5932,1.4306,2.2909
TECD,Tech Data,Technology,Computer Distribution,2698.2934,2359.0474,13.3176,6.4074,0.1018,1.3740
TEN,Tenneco,Consumer Cyclical,Auto Parts,3096.8174,4253.8174,11.6838,5.5103,0.3781,6.9280
TESO,Tesco,Energy,Oil & Gas Equipment & Services,297.6127,240.7737,None,14.9549,1.0478,0.6552
TFM,Fresh Market,Consumer Defensive,Grocery Stores,1128.1290,1054.7450,14.4224,5.3530,0.6025,3.0844
TG,Tredegar,Consumer Cyclical,Rubber & Plastics,486.9275,574.3185,9.0854,4.0162,0.4813,1.7282
TGH,Textainer Group Holdings,Industrials,Rental & Leasing Services,768.5757,3696.3217,6.0631,7.5931,1.4064,0.6388
TGTX,TG Therapeutics,Healthcare,Biotechnology,691.1593,597.1778,None,-9.7260,4138.6782,5.9423
THFF,First Financial,Financial Services,Banks - Regional - US,466.7413,440.0503,15.2873,None,3.2230,1.1423
THLD,Threshold Pharmaceuticals,Healthcare,Biotechnology,277.9681,221.5541,None,None,15.7668,None
THR,Thermon Group Holdings,Industrials,Diversified Industrials,584.2694,632.6644,17.4843,9.2773,2.0468,2.1120
THRM,Gentherm,Consumer Cyclical,Auto Parts,1763.4708,1733.5898,20.4871,11.5459,2.0508,5.0044
THRX,Theravance,Healthcare,Biotechnology,1047.4381,1585.3311,None,9.3519,20.8749,None
THS,Treehouse Foods,Consumer Defensive,Packaged Foods,3590.2694,4883.1764,27.1696,12.9082,1.1129,1.9739
TILE,Interface,Consumer Cyclical,Textile Manufacturing,1337.4257,1496.2387,18.3635,10.0115,1.3149,4.0899
TIME,Time,Consumer Cyclical,Publishing,1752.0026,2798.0026,13.4968,6.0906,0.5665,0.9178
TIPT,Tiptree Financial,Financial Services,Insurance - Life,291.7244,905.6534,None,None,None,0.9128
TIS,Orchids Paper Products,Consumer Defensive,Household & Personal Products,307.2455,345.3205,21.1299,10.4500,1.7792,2.3058
TISI,Team,Industrials,Business Services,844.5749,1163.6609,18.1209,9.5460,0.7868,2.5617
TITN,Titan Machinery,Industrials,Industrial Distribution,254.5685,961.7795,159.4595,22.8968,0.1646,0.6903
TIVO,Tivo,Communication Services,Pay TV,893.2883,535.9323,27.8508,4.2996,1.9110,2.7899
TKAI,Tokai Pharmaceuticals,Healthcare,Biotechnology,253.8520,180.7490,None,-5.5275,None,3.5307
TLGT,Teligent,Healthcare,Biotechnology,441.4896,401.0296,None,None,None,6.0854
TLMR,Talmer Bancorp,Financial Services,Banks - Regional - US,1182.3186,1579.8276,18.7559,None,3.9433,1.6541
TLN,Talen Energy,Utilities,Utilities - Independent Power Producers,1044.7774,4426.7774,None,None,None,0.2373
TLYS,Tilly's,Consumer Cyclical,Apparel Stores,178.4837,101.7677,14.9286,2.5002,0.3258,1.0758
TMH,Team Health Holdings,Industrials,Staffing & Outsourcing Services,4021.1314,4761.6304,20.6562,12.6700,1.1381,7.1081
TMHC,Taylor Morrison Home,Consumer Cyclical,Residential Construction,2094.4406,5038.5956,10.4451,17.1614,0.7039,4.0535
TMP,Tompkins Financial,Financial Services,Banks - Regional - US,886.7764,1217.6454,15.5379,15.5114,3.6802,1.7172
TMST,TimkenSteel,Basic Materials,Steel,417.1744,591.5744,None,-14.2754,0.3656,0.6072
TNAV,Telenav,Technology,Internet Content & Information,279.0513,167.3073,None,-5.8861,1.5588,1.6753
TNC,Tennant,Industrials,Diversified Industrials,1103.7659,1071.5369,24.4103,12.4020,1.3439,4.4987
TNDM,Tandem Diabetes Care,Healthcare,Medical Devices,280.9005,228.6485,None,-3.3901,3.8259,3.9433
TNET,Trinet Group,Industrials,Business Services,1297.5132,1655.9562,21.3602,10.9358,2.3604,None
TNGO,Tangoe,Technology,Software - Infrastructure,302.0399,270.5209,None,13.8900,1.3692,1.6560
TNK,Teekay Tankers,Industrials,Shipping & Ports,850.5210,1791.9970,5.0025,6.5754,1.7257,1.0146
